Protocol #	Country	Site #	Site Status	Site Enroll Status	PI Last Name	PI First Name	Account	Site Clin Complete - Actual	CTP Complete Date - Actual	Data Refresh Date
CA209-227_Ex-China	Japan	258	Active	"Active, Not Recruiting"	Iwamoto	Yasuo	Hiroshima City Hiroshima Citizens Hospital		11/17/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	259	Active	"Active, Not Recruiting"	Azuma	Koichi	Kurume University Hospital		11/19/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	260	Active	"Active, Not Recruiting"	Takiguchi	Yuichi	Chiba University Hospital		11/17/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	275	Active	"Active, Not Recruiting"	Fukuhara	Tatsuro	Miyagi Cancer Center		1/12/2016 0:00	12/7/2018
CA209-227_Ex-China	Japan	278	Active	"Active, Not Recruiting"	Okano	Tetsuya	Tokyo Medical University Hospital		11/9/2015 0:00	12/7/2018
CA209-227_Ex-China	Japan	353	Active	Completed	Kagamu	Hiroshi	Saitama Medical University International Medical Center		3/9/2017 0:00	12/7/2018
CA209-227_Ex-China	Japan	354	Active	"Active, Not Recruiting"	Aoe	Keisuke	Yamaguchi Ube Medical Center		3/13/2017 0:00	12/7/2018
CA209-227_Ex-China	"Korea, Republic of"	132	Active	"Active, Not Recruiting"	Kim	Sang-We	Asan Medical Center		1/13/2016 0:00	12/7/2018
CA209-227_Ex-China	"Korea, Republic of"	133	Active	"Active, Not Recruiting"	Park	Keunchil	Samsung Medical Center		1/19/2016 0:00	12/7/2018
CA209-227_Ex-China	"Korea, Republic of"	134	Cancelled	Cancelled	Kim	Hye Ryun	Yonsei University Severance Hospital			12/7/2018
CA209-227_Ex-China	"Korea, Republic of"	135	Active	"Active, Not Recruiting"	Kang	Jin-Hyoung	"The Catholic University Of Korea, Seoul St. Mary's Hospital"		5/24/2016 0:00	12/7/2018
CA209-227_Ex-China	"Korea, Republic of"	136	Active	"Active, Not Recruiting"	Lee	Jong Seok	Seoul National University Bundang Hospital		1/11/2016 0:00	12/7/2018
CA209-227_Ex-China	"Korea, Republic of"	249	Active	"Active, Not Recruiting"	Lee	Ki Hyeong	Chungbuk National University Hospital		12/11/2015 0:00	12/7/2018
CA209-227_Ex-China	"Korea, Republic of"	349	Cancelled	Cancelled	Cho	Eun Kyung	Gachon University Gil Medical Center			12/7/2018
CA209-227_Ex-China	Lebanon	286	Active	Completed	Ghosn	Marwan	Hotel Dieu de France Hospital		9/20/2016 0:00	12/7/2018
CA209-227_Ex-China	Lebanon	287	Active	Completed	Tfayli	Arafat	American Univ of Beirut Med Center		8/23/2016 0:00	12/7/2018
CA209-227_Ex-China	Mexico	191	Active	"Active, Not Recruiting"	De la Mora Jimenez	Emanuel	Instituto Jalisciense De Cancerologia		3/31/2016 0:00	12/7/2018
CA209-227_Ex-China	Mexico	192	Active	Completed	Bustamante Valles	Flor	Servicios Oncologicos de Chihuahua S.A de C. V.		6/14/2016 0:00	12/7/2018
CA209-227_Ex-China	Mexico	193	Active	"Active, Not Recruiting"	Alatorre Alexander	Jorge	Instituto Nacional De Enfermedades Respiratorias		6/20/2016 0:00	12/7/2018
CA209-227_Ex-China	Mexico	194	Active	"Active, Not Recruiting"	Campos Gomez	Saul	Centro Oncologico Issemym		6/17/2016 0:00	12/7/2018
CA209-227_Ex-China	Mexico	195	Active	"Active, Not Recruiting"	Reyes Contreras	Jessica	Centro De Atencion E Invest Cardiovascular Del Potosi		5/2/2016 0:00	12/7/2018
CA209-227_Ex-China	Mexico	196	Active	"Active, Not Recruiting"	Perez Martinez	Mario	Centro Medico Nacional Siglo Xxi		10/17/2016 0:00	12/7/2018
CA209-227_Ex-China	Mexico	197	Not Selected	Not Recruiting	Mariscal Ramirez	Ignacio	Centro Medico De Occidente			12/7/2018
CA209-227_Ex-China	Mexico	198	Active	"Active, Not Recruiting"	Hernandez Flores	Osvaldo	Phylasis Clinicas Research S de R. L. de C. V.		4/4/2016 0:00	12/7/2018
CA209-227_Ex-China	Mexico	199	Not Selected	Not Recruiting	Acosta Espinoza	Alicia	HOSPITAL ISSTECALI MEXICALI			12/7/2018
CA209-227_Ex-China	Mexico	200	Not Selected	Not Recruiting	Morales Rivera	Marcelino	Hospital General de Tijuana			12/7/2018
CA209-227_Ex-China	Mexico	236	Active	Completed	Gonzalez Cisneros	Paulina	Centro de Alta Especialidad en Reumatologia e Investigacion del Potosi S.C.		4/20/2016 0:00	12/7/2018
CA209-227_Ex-China	Mexico	267	Clinically Complete	Completed	Vazquez Cortes	Leticia	Centro Estatal De Atencion Oncologica	9/14/2017 0:00	7/14/2016 0:00	12/7/2018
CA209-227_Ex-China	Mexico	276	Not Selected	Not Recruiting	Macedo Perez	Eleazar	Instituto Nacional De Cancerologia			12/7/2018
CA209-227_Ex-China	Mexico	277	Active	"Active, Not Recruiting"	Medina-Soto	Francisco	AXIS HEILSA S DE RL DE CV		6/23/2016 0:00	12/7/2018
CA209-227_Ex-China	Mexico	285	Not Selected	Not Recruiting	Palma Valle	Ivette Margarita	Instituto Sinaloense de Cancerologia			12/7/2018
CA209-227_Ex-China	Mexico	303	Active	"Active, Not Recruiting"	Segura Gonzalez	Manuel	Medical Care & Research		8/8/2016 0:00	12/7/2018
CA209-227_Ex-China	Mexico	355	Not Selected	Cancelled	Santiago Gomez	Felix	Centro de Estudio de Alta Especialidad de Sinaloa SC			12/7/2018
CA209-227_Ex-China	Mexico	356	Not Selected	Not Recruiting	Contreras Contreras	Luis Alberto	Hospital General De Culiacan Dr. Bernardo J. Gastelum			12/7/2018
CA209-227_Ex-China	Mexico	357	Not Selected	Cancelled	Barajas Figueroa	Luis	Consultorio Dr. Luis Javier Barajas Figueroa			12/7/2018
CA209-227_Ex-China	Mexico	358	Not Selected	Not Recruiting	Soto Becerril	Omar	Hospital Juarez De Mexico			12/7/2018
CA209-227_Ex-China	Netherlands	35	Cancelled	Cancelled	Hiltermann	Jeroen	"Umcg, Universitair Medisch Centrum Groningen"			12/7/2018
CA209-227_Ex-China	Netherlands	36	Active	"Active, Not Recruiting"	Burgers	Jacobus	Antoni Van Leeuwenhoek Ziekenhuis		2/12/2016 0:00	12/7/2018
CA209-227_Ex-China	Netherlands	37	Active	Completed	Cornelissen	Robin	Erasmus Mc Central Location		3/16/2016 0:00	12/7/2018
CA209-227_Ex-China	Netherlands	38	Cancelled	Cancelled	Biesma	Bonne	Jeroen Bosch Ziekenhuis (Jeroen Bosch Hospital)			12/7/2018
CA209-227_Ex-China	Netherlands	39	Active	"Active, Not Recruiting"	Youssef-El Soud	Maggy	Maxima Medisch Centrum		2/12/2016 0:00	12/7/2018
CA209-227_Ex-China	Netherlands	169	Active	"Active, Not Recruiting"	Aerts	Joachim	Amphia Ziekenhuis ( Amphia Hospital)		7/1/2016 0:00	12/7/2018
CA209-227_Ex-China	Netherlands	189	Clinically Complete	Completed	De Langen	A. Joop	Vu Medisch Centrum	7/27/2017 0:00	7/14/2016 0:00	12/7/2018
CA209-227_Ex-China	Peru	261	Active	"Active, Not Recruiting"	Mas	Luis	Instituto Nacional De Enfermedades Neoplasicas		8/23/2016 0:00	12/7/2018
CA209-227_Ex-China	Peru	262	Clinically Complete	Completed	Hurtado De Mendoza	Fernando	Clinica San Felipe- Unidad de Oncologia Medica	9/27/2018 0:00	7/13/2016 0:00	12/7/2018
CA209-227_Ex-China	Peru	263	Active	"Active, Not Recruiting"	Vallejos	Carlos	Oncocenter Peru SAC - Oncosalud		5/16/2016 0:00	12/7/2018
CA209-227_Ex-China	Peru	350	Active	"Active, Not Recruiting"	Leiva	Manuel	Clinica Ricardo Palma		3/21/2017 0:00	12/7/2018
CA209-227_Ex-China	Peru	351	Active	"Active, Not Recruiting"	Via Y Rada Barreto	Fany	Instituto Oncologico Miraflores		6/5/2017 0:00	12/7/2018
CA209-227_Ex-China	Poland	56	Cancelled	Cancelled	Czyzewicz	Grzegorz	Oddzial Onkologiczny			12/7/2018
CA209-227_Ex-China	Poland	57	Active	"Active, Not Recruiting"	Kalinka-Warzocha	Ewa	Regionalny Osrodek Onkologiczny		12/18/2015 0:00	12/7/2018
CA209-227_Ex-China	Poland	58	Active	"Active, Not Recruiting"	Wojcik-Tomaszewska	Joanna	Wojewodzkie Centrum Onkologii		1/4/2016 0:00	12/7/2018
CA209-227_Ex-China	Poland	59	Active	"Active, Not Recruiting"	Pluzanski	Adam	Klinika Nowotworow Pluca i Klatki Piersiowej		1/4/2016 0:00	12/7/2018
CA209-227_Ex-China	Poland	60	Active	"Active, Not Recruiting"	Zurawski	Bogdan	Ambulatorium Chemioterapii		2/8/2016 0:00	12/7/2018
CA209-227_Ex-China	Poland	61	Cancelled	Cancelled	Serwatowski	Piotr	Oddzial II Onkologii Klinicznej i Chemioterapii			12/7/2018
CA209-227_Ex-China	Poland	62	Cancelled	Cancelled	Ramlau	Rodryg	Oddzial Chemioterapii			12/7/2018
CA209-227_Ex-China	Poland	63	Active	"Active, Not Recruiting"	Wroblewska	Magdalena	Oddzial Onkologii I Radioterapii Szpital Morski Im. Pck		12/22/2015 0:00	12/7/2018
CA209-227_Ex-China	Poland	70	Active	"Active, Not Recruiting"	Pawlak	Ireneusz	ORTHOS Szpital Wielospecjalistyczny Sp. z o.o.		3/22/2016 0:00	12/7/2018
CA209-227_Ex-China	Poland	71	Cancelled	Cancelled	Wojtukiewicz	Marek	Klin. Onkologii Um Bialostockie Centrum Onkologii			12/7/2018
CA209-227_Ex-China	Poland	72	Active	"Active, Not Recruiting"	Suwinski	Rafal	Centrum Onkologii-Inst.Im.M.Sklodowskiej-Curie O.W Gliwicach		4/7/2016 0:00	12/7/2018
CA209-227_Ex-China	Poland	73	Cancelled	Cancelled	Pawlak	Adam	Oddzial Pulmunologiczny z Pododzialem Chemioterapii			12/7/2018
CA209-227_Ex-China	Poland	120	Cancelled	Cancelled	Dziedzic	Dariusz	BioVirtus Research Site Sp. z o.o.			12/7/2018
CA209-227_Ex-China	Romania	166	Active	"Active, Not Recruiting"	Ciuleanu	Tudor	Prof. Dr. Ion Chiricuta Institute Of Oncology Day Care Dep		2/17/2016 0:00	12/7/2018
CA209-227_Ex-China	Romania	167	Active	"Active, Not Recruiting"	Schenker	Michael	SF. NECTARIE ONCOLOGY CENTER		2/18/2016 0:00	12/7/2018
CA209-227_Ex-China	Romania	168	Cancelled	Cancelled	Cainap	Calin	BENDIS CLINIC SRL			12/7/2018
CA209-227_Ex-China	Romania	250	Active	"Active, Not Recruiting"	Ungureanu	Andrei	S.C. Radiotherapy Center Cluj S.R.L.		2/15/2016 0:00	12/7/2018
CA209-227_Ex-China	Romania	280	Cancelled	Cancelled	Iorga	Polixenia	Emergency University Hospital			12/7/2018
CA209-227_Ex-China	Romania	284	Active	"Active, Not Recruiting"	Alexandru	Aurelia	"Institute Of Oncology ""Prof.Dr.Alexandru Trestioreanu"" Bucha"		3/1/2016 0:00	12/7/2018
CA209-227_Ex-China	Romania	298	Cancelled	Cancelled	Aldea	Ciprian	Coltea Clinical Hospital			12/7/2018
CA209-227_Ex-China	Russian Federation	22	Active	"Active, Not Recruiting"	Laktionov	Konstantin	N.N. Blokhin National Medical Research Center of Oncology		6/9/2016 0:00	12/7/2018
CA209-227_Ex-China	Russian Federation	23	Cancelled	Cancelled	Manzyuk	Lyudmila	N.N. Blokhin National Medical Research Center of Oncology			12/7/2018
CA209-227_Ex-China	Russian Federation	27	Active	"Active, Not Recruiting"	Karaseva	Nina	St.Petersburg City Clinical Oncology Dispensary		5/17/2016 0:00	12/7/2018
CA209-227_Ex-China	Russian Federation	28	Active	Completed	Luft	Alexander	Leningrad Regional Clinical Hospital		6/30/2016 0:00	12/7/2018
CA209-227_Ex-China	Russian Federation	29	Cancelled	Cancelled	Protsenko	Svetlana	N.N. Petrov National Medical Research Center of Oncology			12/7/2018
CA209-227_Ex-China	Russian Federation	48	Cancelled	Cancelled	Stroyakovskiy	Daniil	Moscow City Oncology Hospital #62			12/7/2018
CA209-227_Ex-China	Russian Federation	49	Active	"Active, Not Recruiting"	Moiseyenko	Vladimir	St.Petersburg Clinical & Practice Centre		4/19/2016 0:00	12/7/2018
CA209-227_Ex-China	Russian Federation	137	Clinically Complete	Completed	Gladkov	Oleg	Evimed LLC	4/24/2018 0:00	5/5/2016 0:00	12/7/2018
CA209-227_Ex-China	Russian Federation	142	Active	"Active, Not Recruiting"	Mukhametshina	Guzel	Republican Clinical Oncology Dispensary		5/17/2016 0:00	12/7/2018
CA209-227_Ex-China	Russian Federation	143	Active	"Active, Not Recruiting"	Sakaeva	Dina	Bashkir Republican Clinical Oncology Dispensary		7/12/2016 0:00	12/7/2018
CA209-227_Ex-China	Russian Federation	308	Cancelled	Cancelled	Poddubskaya	Elena	VitaMed LLC			12/7/2018
CA209-227_Ex-China	Saudi Arabia	294	Cancelled	Cancelled	Abdul-Rahman	Jazieh	King Abdulaziz Medical City National guard			12/7/2018
CA209-227_Ex-China	Saudi Arabia	295	Cancelled	Cancelled	Al Husaini	Hamed	King Faisal Specialist Hospital & Research Center			12/7/2018
CA209-227_Ex-China	South Africa	233	Active	Not Recruiting	Rapoport	Bernardo	The Medical Oncology Centre of Rosebank		5/26/2016 0:00	12/7/2018
CA209-227_Ex-China	South Africa	234	Active	Completed	Chan	Sze	Sandton Oncology Medical Group		3/8/2016 0:00	12/7/2018
CA209-227_Ex-China	South Africa	235	Cancelled	Cancelled	Dupper	Louis	GVI Oncology			12/7/2018
CA209-227_Ex-China	South Africa	264	Active	Completed	Dreosti	Lydia	Department Of Medical Oncology		7/4/2016 0:00	12/7/2018
CA209-227_Ex-China	South Africa	305	Active	Completed	Rens	Daniel	"Vaal Triangle Oncology-Alberts, Bouwer & Jordaan Inc."		7/19/2016 0:00	12/7/2018
CA209-227_Ex-China	Spain	64	Active	"Active, Not Recruiting"	Provencio	Mariano	Hosp. Univ. Puerta De Hierro		11/17/2015 0:00	12/7/2018
CA209-227_Ex-China	Spain	65	Active	"Active, Not Recruiting"	Paz-Ares	Luis	Hospital 12 De Octubre		10/21/2015 0:00	12/7/2018
CA209-227_Ex-China	Spain	66	Active	"Active, Not Recruiting"	Martinez	Alex	Hospital General Universitari Vall D'Hebron		11/4/2015 0:00	12/7/2018
CA209-227_Ex-China	Spain	67	Active	"Active, Not Recruiting"	Carcereny Costa	Enric	Hosp Unv Germans Trias I Pujol		11/25/2015 0:00	12/7/2018
CA209-227_Ex-China	Spain	68	Active	"Active, Not Recruiting"	Blasco	Ana	Hospital General Univ De Valencia		11/27/2015 0:00	12/7/2018
CA209-227_Ex-China	Spain	69	Active	"Active, Not Recruiting"	Bernabe Caro	Reyes	Hospital Universitario Virgen Del Rocio		10/28/2015 0:00	12/7/2018
CA209-227_Ex-China	Switzerland	243	Active	"Active, Not Recruiting"	Rothschild	Sacha	Klinik Fur Onkologie		5/12/2016 0:00	12/7/2018
CA209-227_Ex-China	Switzerland	244	Active	"Active, Not Recruiting"	Peters	Solange	Centre hospitalier universitaire Vaudois (CHUV)		4/5/2016 0:00	12/7/2018
CA209-227_Ex-China	Switzerland	245	Active	"Active, Not Recruiting"	Mueller	Andreas	Kantonsspital Winterthur		6/7/2016 0:00	12/7/2018
CA209-227_Ex-China	Switzerland	246	Active	"Active, Not Recruiting"	Mark	Michael	Kantonsspital Graubuenden		5/12/2016 0:00	12/7/2018
CA209-227_Ex-China	Taiwan	138	Active	"Active, Not Recruiting"	Yu	Chong-Jen	National Taiwan University Hospital		8/10/2016 0:00	12/7/2018
CA209-227_Ex-China	Taiwan	139	Active	"Active, Not Recruiting"	Chang	Gee-Chen	Taichung Veterans General Hospital		4/18/2016 0:00	12/7/2018
CA209-227_Ex-China	Taiwan	140	Active	"Active, Not Recruiting"	Chiu	Chao-Hua	Taipei Veterans General Hospital		6/28/2016 0:00	12/7/2018
CA209-227_Ex-China	Taiwan	141	Active	"Active, Not Recruiting"	Yang	Cheng-Ta	Chang Gung Memorial Hospital-Linko		2/16/2016 0:00	12/7/2018
CA209-227_Ex-China	Taiwan	310	Active	"Active, Not Recruiting"	Lee	Kang-Yun	Taipei Medical University-Shuang Ho Hospital		11/22/2016 0:00	12/7/2018
CA209-227_Ex-China	Turkey	76	Not Selected	Not Applicable	Gokmen	Erhan	Ege Universitesi Tip Fakultesi			12/7/2018
CA209-227_Ex-China	Turkey	77	Cancelled	Cancelled	Coskun	Hasan	Akdeniz Universitesi Tip Fakultesi			12/7/2018
CA209-227_Ex-China	Turkey	78	Cancelled	Cancelled	Karaca	Halit	Erciyes Universitesi Tip Fakultesi Hastanesi			12/7/2018
CA209-227_Ex-China	Turkey	79	Cancelled	Cancelled	Erman	Mustafa	Hacettepe Universitesi Tip Fakultesi			12/7/2018
CA209-227_Ex-China	USA	1	Active	"Active, Not Recruiting"	Ramalingam	Suresh	Emory University Hospital		12/22/2015 0:00	12/7/2018
CA209-227_Ex-China	USA	2	Cancelled	Cancelled	Butler	Charles	South Carolina Oncology Associates			12/7/2018
CA209-227_Ex-China	USA	3	Active	"Active, Not Recruiting"	Gerber	David	University Of Texas Southwestern Medical Center		1/8/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	4	Active	"Active, Not Recruiting"	Badin	Firas	Baptist Health Lexington		3/8/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	5	Active	"Active, Not Recruiting"	Chen	Hongbin	Roswell Park Cancer Institute		3/21/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	6	Cancelled	Terminated	Ready	Neal	Duke University Medical Center	12/6/2016 0:00	2/25/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	7	Active	"Active, Not Recruiting"	Nair	Suresh	Lehigh Valley Health Network		9/28/2015 0:00	12/7/2018
CA209-227_Ex-China	USA	8	Active	"Active, Not Recruiting"	Wrangle	John	Hollings Cancer Center		5/20/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	9	Active	"Active, Not Recruiting"	Otterson	Gregory	The Ohio State University		12/2/2015 0:00	12/7/2018
CA209-227_Ex-China	USA	10	Active	"Active, Not Recruiting"	Siegel	Robert	St Francis Hospital		11/6/2015 0:00	12/7/2018
CA209-227_Ex-China	USA	11	Active	"Active, Not Recruiting"	Akerley	Wallace	Huntsman Cancer Institute At The Univ. Of Utah		10/20/2015 0:00	12/7/2018
CA209-227_Ex-China	USA	12	Active	"Active, Not Recruiting"	Borghaei	Hossein	Fox Chase Cancer Center		3/18/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	13	Active	"Active, Not Recruiting"	Oyola	Raul	"Northwest Georgia Oncology Centers, P.C."		12/11/2015 0:00	12/7/2018
CA209-227_Ex-China	USA	14	Active	Completed	Dowlati	Afshin	University Hospitals		6/6/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	15	Active	"Active, Not Recruiting"	Lowry	Philip	"Guthrie Medical Group, Pc"		8/4/2015 0:00	12/7/2018
CA209-227_Ex-China	USA	16	Clinically Complete	Completed	Arledge	Sherri	"Southern Cancer Center, Inc."	2/28/2018 0:00	10/28/2015 0:00	12/7/2018
CA209-227_Ex-China	USA	17	Active	"Active, Not Recruiting"	Kramer	Alan	California Pacific Medical Center		1/21/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	18	Cancelled	Terminated	Brahmer	Julie	Sidney Kimmel Comprehensive Cancer Center At Johns Hopkins	5/15/2017 0:00	3/1/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	19	Active	"Active, Not Recruiting"	Hellmann	Matthew	Memorial Sloan Kettering Cancer Center		11/10/2015 0:00	12/7/2018
CA209-227_Ex-China	USA	20	Active	"Active, Not Recruiting"	Horn	Leora	Vanderbilt University Medical Center		1/22/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	21	Active	"Active, Not Recruiting"	Gettinger	Scott	Yale University		1/4/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	74	Active	"Active, Not Recruiting"	Gamboa	Eric	Kadlec Clinical Hematology and Oncology		10/9/2015 0:00	12/7/2018
CA209-227_Ex-China	USA	75	Active	"Active, Not Recruiting"	Reilly	Robert	St. Mary Medical Center		10/8/2015 0:00	12/7/2018
CA209-227_Ex-China	USA	80	Active	"Active, Not Recruiting"	Bolemon	Britt	Greenville Health System		12/21/2015 0:00	12/7/2018
CA209-227_Ex-China	USA	102	Active	"Active, Not Recruiting"	Blumenschein	George	University Of Texas Md Anderson Cancer Ctr		11/29/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	114	Cancelled	Cancelled	Santana-Davila	Rafael	University of Washington			12/7/2018
CA209-227_Ex-China	USA	115	Active	"Active, Not Recruiting"	Morgensztern	Daniel	Washington University School Of Medicine		2/3/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	274	Cancelled	Cancelled	Batus	Marta	Rush University Med Ctr			12/7/2018
CA209-227_Ex-China	USA	279	Cancelled	Cancelled	Kraut	Michael	Providence Cancer Center			12/7/2018
CA209-227_Ex-China	USA	281	Cancelled	Cancelled	Molina	Julian	Mayo Clinic			12/7/2018
CA209-227_Ex-China	USA	288	Cancelled	Cancelled	Patel	Sandip	University Of California San Diego Moores Cancer Center			12/7/2018
CA209-227_Ex-China	USA	299	Active	"Active, Not Recruiting"	Zinner	Ralph	Thomas Jefferson University		6/24/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	304	Cancelled	Cancelled	Gainor	Justin	Massachusetts General Hospital			12/7/2018
CA209-227_Ex-China	USA	306	Active	"Active, Not Recruiting"	Gerber	David	The University Of Texas		6/2/2016 0:00	12/7/2018
CA209-227_Ex-China	USA	309	Cancelled	Cancelled	Gainor	Justin	Beth Israel Deaconess Medical Center.			12/7/2018
CA209-227_Ex-China	United Arab Emirates	293	Cancelled	Cancelled	Jaloudi	Mohammed	Tawam Hospital - John Hopkins Medicine			12/7/2018
CA209-227_Ex-China	United Kingdom	50	Active	"Active, Not Recruiting"	Spicer	James	Guy'S & St Thomas' Nhs Trust		2/1/2016 0:00	12/7/2018
CA209-227_Ex-China	United Kingdom	51	Active	"Active, Not Recruiting"	Gilligan	David	Addenbrooke's Hospital		2/15/2016 0:00	12/7/2018
CA209-227_Ex-China	United Kingdom	97	Active	"Active, Not Recruiting"	Chao	David	North Middlesex University Hospital		2/2/2016 0:00	12/7/2018
CA209-227_Ex-China	United Kingdom	98	Active	"Active, Not Recruiting"	Popat	Sanjay	Royal Marsden Nhs Foundation Trust		3/21/2016 0:00	12/7/2018
CA209-227_Ex-China	United Kingdom	99	Active	"Active, Not Recruiting"	Ottensmeier	Christian	Southampton University Hospital Nhs Trust		3/10/2016 0:00	12/7/2018
CA209-227_Ex-China	United Kingdom	108	Not Selected	Not Recruiting	Talbot	Denis	Churchill Hospital			12/7/2018
CA209-227_Ex-China	United Kingdom	109	Active	"Active, Not Recruiting"	Mackean	Melanie	Edinburgh Cancer Centre		2/1/2016 0:00	12/7/2018
CA209-227_Ex-China	United Kingdom	110	Not Selected	Not Recruiting	Talbot	Toby	Royal Cornwall Hospital			12/7/2018
CA209-227_Ex-China	United Kingdom	118	Active	"Active, Not Recruiting"	Ahmed	Samreen	Leicester Royal Infimary		2/17/2016 0:00	12/7/2018
CA209-227_Ex-China	United Kingdom	119	Active	Completed	Popat	Sanjay	The Royal Marsden Hospital		3/21/2016 0:00	12/7/2018
CA209-227_Ex-China	United Kingdom	265	Active	"Active, Not Recruiting"	Middleton	Gary	University Hospital Birmingham Nhs Foundation Trust		3/4/2016 0:00	12/7/2018
CA209-227_Ex-China	United Kingdom	266	Active	"Active, Not Recruiting"	Li	Louise	The James Cook University Hospital		2/8/2016 0:00	12/7/2018
CA209-451_China_Only	China	218	Cancelled	Cancelled	Cheng	Ying	Jilin Cancer Hospital			12/7/2018
CA209-451_China_Only	China	219	Active	"Active, Not Recruiting"	Cui	Jiuwei	The 1st Hospital Of Jilin University		11/30/2017 0:00	12/7/2018
